date,target
7/30/2010,1369.6
8/2/2010,1360.35
8/3/2010,1371.6
8/4/2010,1364
8/5/2010,1344.9
8/6/2010,1330
8/9/2010,1321
8/10/2010,1317
8/11/2010,1310
8/12/2010,1320.1
8/13/2010,1336
8/16/2010,1346.7
8/17/2010,1344.4
8/18/2010,1355.5
8/19/2010,1365.75
8/20/2010,1375.1
8/23/2010,1385
8/24/2010,1384.1
8/25/2010,1378.4
8/26/2010,1373.05
8/27/2010,1383.4
8/30/2010,1347.75
8/31/2010,1335
9/1/2010,1353.7
9/2/2010,1394
9/3/2010,1394.9
9/6/2010,1407
9/7/2010,1406
9/8/2010,1391.75
9/9/2010,1391.05
9/13/2010,1432.5
9/14/2010,1435
9/15/2010,1475
9/16/2010,1515
9/17/2010,1510
9/20/2010,1560
9/21/2010,1580
9/22/2010,1550.95
9/23/2010,1538.5
9/24/2010,1512.8
9/27/2010,1525
9/28/2010,1519.8
9/29/2010,1521.1
9/30/2010,1536
10/1/2010,1580
10/4/2010,1594.85
10/5/2010,1589.9
10/6/2010,1593.25
10/7/2010,1580
10/8/2010,1582.8
10/11/2010,1605
10/12/2010,1554
10/13/2010,1595
10/14/2010,1608
10/15/2010,1568
10/18/2010,1506
10/19/2010,1498
10/20/2010,1476.65
10/21/2010,1509.3
10/22/2010,1515
10/25/2010,1489.9
10/26/2010,1475
10/27/2010,1464.9
10/28/2010,1469.8
10/29/2010,1477.95
11/1/2010,1522
11/2/2010,1536.9
11/3/2010,1544
11/4/2010,1560
11/8/2010,1584.9
11/9/2010,1566
11/10/2010,1562
11/11/2010,1559.9
11/12/2010,1525
11/15/2010,1533.2
11/16/2010,1528.7
11/18/2010,1508
11/19/2010,1434.65
11/22/2010,1452
11/23/2010,1428.8
11/24/2010,1432.45
11/25/2010,1395
11/26/2010,1364.85
11/29/2010,1347.05
11/30/2010,1387.9
12/1/2010,1425
12/2/2010,1459.9
12/3/2010,1460
12/6/2010,1422.3
12/7/2010,1385
12/8/2010,1319.4
12/9/2010,1299.6
12/10/2010,1328.95
12/13/2010,1355
12/14/2010,1334
12/15/2010,1321
12/16/2010,1319
12/20/2010,1309.1
12/21/2010,1322.7
12/22/2010,1330
12/23/2010,1324.05
12/24/2010,1325
12/27/2010,1330.9
12/28/2010,1323
12/29/2010,1313
12/30/2010,1334.75
12/31/2010,1357.5
1/3/2011,1372
1/4/2011,1377
1/5/2011,1348.6
1/6/2011,1322.05
1/7/2011,1306.7
1/10/2011,1304.8
1/11/2011,1318
1/12/2011,1321.1
1/13/2011,1326.8
1/14/2011,1279
1/17/2011,1239.6
1/18/2011,1296.55
1/19/2011,1296.6
1/20/2011,1328
1/21/2011,1295
1/24/2011,1343
1/25/2011,1344.7
1/27/2011,1325.5
1/28/2011,1303.95
1/31/2011,1264.4
2/1/2011,1256.8
2/2/2011,1260
2/3/2011,1263
2/4/2011,1267.8
2/7/2011,1241.95
2/8/2011,1233
2/9/2011,1193
2/10/2011,1194
2/11/2011,1228.9
2/14/2011,1279
2/15/2011,1288
2/16/2011,1301.95
2/17/2011,1330
2/18/2011,1341
2/21/2011,1310.9
2/22/2011,1293.9
2/23/2011,1278.7
2/24/2011,1254.4
2/25/2011,1239.1
2/28/2011,1290.5
3/1/2011,1299
3/3/2011,1318.95
3/4/2011,1340.5
3/7/2011,1310
3/8/2011,1323.25
3/9/2011,1329.6
3/10/2011,1292.4
3/11/2011,1295.9
3/14/2011,1295.5
3/15/2011,1297.65
3/16/2011,1324
3/17/2011,1327
3/18/2011,1305
3/21/2011,1290.95
3/22/2011,1302.9
3/23/2011,1315.95
3/24/2011,1334
3/25/2011,1369.75
3/28/2011,1391.5
3/29/2011,1432
3/30/2011,1435
3/31/2011,1443.7
4/1/2011,1416.95
4/4/2011,1440
4/5/2011,1445
4/6/2011,1441.5
4/7/2011,1460
4/8/2011,1460.55
4/11/2011,1445
4/13/2011,1445
4/15/2011,1457.8
4/18/2011,1449.8
4/19/2011,1415.75
4/20/2011,1453.45
4/21/2011,1456.8
4/25/2011,1408.8
4/26/2011,1389.5
4/27/2011,1370
4/28/2011,1356.95
4/29/2011,1343.6
5/2/2011,1299.75
5/3/2011,1295
5/4/2011,1249
5/5/2011,1249.5
5/6/2011,1262.5
5/9/2011,1268
5/10/2011,1241.9
5/11/2011,1244.5
5/12/2011,1239.9
5/13/2011,1258.3
5/16/2011,1238.85
5/17/2011,1242
5/18/2011,1229.5
5/19/2011,1228
5/20/2011,1231.2
5/23/2011,1221
5/24/2011,1213.25
5/25/2011,1204.8
5/26/2011,1210
5/27/2011,1228
5/30/2011,1247.8
5/31/2011,1285
6/1/2011,1290.7
6/2/2011,1285.95
6/3/2011,1288
6/6/2011,1242.95
6/7/2011,1252.5
6/8/2011,1236.4
6/9/2011,1251.3
6/10/2011,1246
6/13/2011,1239.8
6/14/2011,1260.9
6/15/2011,1265
6/16/2011,1231
6/17/2011,1236.7
6/20/2011,1236
6/21/2011,1257.8
6/22/2011,1264.9
6/23/2011,1250
6/24/2011,1277
6/27/2011,1307.5
6/28/2011,1314.75
6/29/2011,1316
6/30/2011,1305.9
7/1/2011,1314.65
7/4/2011,1339
7/5/2011,1338
7/6/2011,1330
7/7/2011,1334.7
7/8/2011,1336
7/11/2011,1307
7/12/2011,1272
7/13/2011,1283.4
7/14/2011,1294
7/15/2011,1286.95
7/18/2011,1269.9
7/19/2011,1278
7/20/2011,1281
7/21/2011,1260
7/22/2011,1311.8
7/25/2011,1340
7/26/2011,1339.9
7/27/2011,1324
7/28/2011,1301.95
7/29/2011,1342
8/1/2011,1367.1
8/2/2011,1349.9
8/3/2011,1328.3
8/4/2011,1314
8/5/2011,1254.4
8/8/2011,1264
8/9/2011,1240
8/10/2011,1251
8/11/2011,1251.95
8/12/2011,1230.6
8/16/2011,1230
8/17/2011,1226.7
8/18/2011,1175
8/19/2011,1100
8/22/2011,1080
8/23/2011,1102.35
8/24/2011,1113.75
8/25/2011,1063.5
8/26/2011,1032.85
8/29/2011,1049
8/30/2011,1082.2
9/2/2011,1104
9/5/2011,1125
9/6/2011,1142.9
9/7/2011,1157
9/8/2011,1159.9
9/9/2011,1154
9/12/2011,1090
9/13/2011,1078.5
9/14/2011,1088.9
9/15/2011,1125.95
9/16/2011,1141
9/19/2011,1124.1
9/20/2011,1148
9/21/2011,1157.85
9/22/2011,1135.1
9/23/2011,1115
9/26/2011,1086.5
9/27/2011,1095
9/28/2011,1098
9/29/2011,1079.7
9/30/2011,1064
10/3/2011,1006.4
10/4/2011,995.9
10/5/2011,975.2
10/7/2011,1040
10/10/2011,1051
10/11/2011,1081
10/12/2011,1104.9
10/13/2011,1107.7
10/14/2011,1109.35
10/17/2011,1132.2
10/18/2011,1102.85
10/19/2011,1133.5
10/20/2011,1135.65
10/21/2011,1139.7
10/24/2011,1188.9
10/25/2011,1194
10/28/2011,1181.85
10/31/2011,1164
11/1/2011,1155.9
11/2/2011,1140.45
11/3/2011,1130.85
11/4/2011,1144.9
11/8/2011,1152
11/9/2011,1150
11/11/2011,1112.55
11/14/2011,1081.65
11/15/2011,1050.7
11/16/2011,1021
11/17/2011,1009.9
11/18/2011,979.9
11/21/2011,970.8
11/22/2011,959.8
11/23/2011,942.45
11/24/2011,964.7
11/25/2011,976
11/28/2011,994.4
11/29/2011,1001.9
11/30/2011,974.3
12/1/2011,999
12/2/2011,1010
12/5/2011,1033
12/7/2011,1052
12/8/2011,1042
12/9/2011,1012
12/12/2011,1007.4
12/13/2011,974.9
12/14/2011,981
12/15/2011,953.5
12/16/2011,964.8
12/19/2011,898
12/20/2011,857.85
12/21/2011,860.95
12/22/2011,879.7
12/23/2011,895
12/26/2011,891.85
12/27/2011,874
12/28/2011,840
12/29/2011,838
12/30/2011,826.85
1/2/2012,815
1/3/2012,847.9
1/4/2012,856.3
1/5/2012,878
1/6/2012,865.4
1/9/2012,862
1/10/2012,899.9
1/11/2012,947.9
1/12/2012,969.05
1/13/2012,956
1/16/2012,939
1/17/2012,978.75
1/18/2012,968.95
1/19/2012,959
1/20/2012,1020
1/23/2012,1038
1/24/2012,1046
1/25/2012,1073
1/27/2012,1080
1/30/2012,1067
1/31/2012,1090
2/1/2012,1091.5
2/2/2012,1108.5
2/3/2012,1109.55
2/6/2012,1119
2/7/2012,1124
2/8/2012,1139
2/9/2012,1140.9
2/10/2012,1142.85
2/13/2012,1127.95
2/14/2012,1132.25
2/15/2012,1230
2/16/2012,1238
2/17/2012,1293.3
2/21/2012,1309
2/22/2012,1293.75
2/23/2012,1244.8
2/24/2012,1247.1
2/27/2012,1185
2/28/2012,1186
2/29/2012,1209.05
3/1/2012,1175
3/2/2012,1208.9
3/5/2012,1170
3/6/2012,1200
3/7/2012,1169.95
3/9/2012,1217
3/12/2012,1254
3/13/2012,1248
3/14/2012,1284
3/15/2012,1276.4
3/16/2012,1276
3/19/2012,1237.9
3/20/2012,1221.3
3/21/2012,1244
3/22/2012,1243.8
3/23/2012,1202.6
3/26/2012,1177.85
3/27/2012,1160.55
3/28/2012,1138.4
3/29/2012,1137.85
3/30/2012,1151
4/2/2012,1161
4/3/2012,1184
4/4/2012,1174
4/9/2012,1160
4/10/2012,1158.5
4/11/2012,1168.9
4/12/2012,1200.85
4/13/2012,1217.05
4/16/2012,1200
4/17/2012,1225
4/18/2012,1226
4/19/2012,1209
4/20/2012,1204.7
4/23/2012,1188.5
4/24/2012,1142
4/25/2012,1125.8
4/26/2012,1098.5
4/27/2012,1115.2
4/30/2012,1129.8
5/2/2012,1127
5/3/2012,1093
5/4/2012,1051
5/7/2012,1028.95
5/8/2012,1028.9
5/9/2012,982.3
5/10/2012,993
5/11/2012,1008.15
5/14/2012,1013.9
5/15/2012,1004.8
5/16/2012,982
5/17/2012,987.9
5/18/2012,955
5/21/2012,968.4
5/22/2012,982.35
5/23/2012,969.75
5/24/2012,999.65
5/25/2012,1012.75
5/28/2012,1030
5/29/2012,1038
5/30/2012,1020
5/31/2012,993.5
6/1/2012,985.4
6/4/2012,992
6/5/2012,1010.8
6/6/2012,1027.25
6/7/2012,1061.95
6/8/2012,1055.65
6/11/2012,1072
6/12/2012,1061.45
6/13/2012,1064.5
6/14/2012,1037.8
6/15/2012,1038
6/18/2012,1051.4
6/19/2012,1005.9
6/20/2012,1015
6/21/2012,1028.25
6/22/2012,1021.8
6/25/2012,1034.65
6/26/2012,1017
6/27/2012,1015.9
6/28/2012,995
6/29/2012,1018.5
7/2/2012,1038.25
7/3/2012,1049.7
7/4/2012,1051.45
7/5/2012,1049
7/6/2012,1046.75
7/9/2012,1042.6
7/10/2012,1080
7/11/2012,1081.8
7/12/2012,1060.2
7/13/2012,1062
7/16/2012,1057.75
7/17/2012,1061.5
7/18/2012,1041
7/19/2012,1066.6
7/20/2012,1056.9
7/23/2012,1037
7/24/2012,1044.9
7/25/2012,1039.75
7/26/2012,1034.45
7/27/2012,1037
7/30/2012,1046.7
7/31/2012,1054.9
8/1/2012,1049.9
8/2/2012,1060
8/3/2012,1050.35
8/6/2012,1072.1
8/7/2012,1095
8/8/2012,1110
8/9/2012,1109.6
8/10/2012,1090.5
8/13/2012,1082.5
8/14/2012,1110
8/16/2012,1121.9
8/17/2012,1121.2
8/21/2012,1117.45
8/22/2012,1119.4
8/23/2012,1118.8
8/24/2012,1089
8/27/2012,1078
8/28/2012,1042
8/29/2012,1029
8/30/2012,1027.1
8/31/2012,1014.4
9/3/2012,1008.4
9/4/2012,984
9/5/2012,969
9/6/2012,956.55
9/7/2012,979.9
9/10/2012,987.8
9/11/2012,961
9/12/2012,966.8
9/13/2012,960
9/14/2012,1012.4
9/17/2012,1061
9/18/2012,1085.2
9/20/2012,1059
9/21/2012,1129
9/24/2012,1175
9/25/2012,1160.75
9/26/2012,1133.5
9/27/2012,1143.5
9/28/2012,1150.85
10/1/2012,1139
10/3/2012,1136
10/4/2012,1151.2
10/5/2012,1161.95
10/8/2012,1146.1
10/9/2012,1152
10/10/2012,1123.9
10/11/2012,1141.4
10/12/2012,1144
10/15/2012,1129
10/16/2012,1168.5
10/17/2012,1159.9
10/18/2012,1209.4
10/19/2012,1210
10/22/2012,1225.95
10/23/2012,1229
10/25/2012,1243.4
10/26/2012,1246.4
10/29/2012,1239.6
10/30/2012,1239
10/31/2012,1187.4
11/1/2012,1208.15
11/2/2012,1227.35
11/5/2012,1218.9
11/6/2012,1224.8
11/7/2012,1243.45
11/8/2012,1229.9
11/9/2012,1233
11/12/2012,1234.9
11/15/2012,1239.95
11/16/2012,1243.95
11/19/2012,1229.5
11/20/2012,1234.8
11/21/2012,1237.95
11/22/2012,1269
11/23/2012,1262.5
11/26/2012,1271.8
11/27/2012,1293.8
11/29/2012,1310
11/30/2012,1324
12/3/2012,1323.95
12/4/2012,1327.9
12/5/2012,1339
12/6/2012,1377
12/7/2012,1371.95
12/10/2012,1335
12/11/2012,1340
12/12/2012,1331
12/13/2012,1346
12/14/2012,1357
12/17/2012,1365
12/18/2012,1362.35
12/19/2012,1361.85
12/20/2012,1340
12/21/2012,1341.6
12/24/2012,1344.9
12/26/2012,1359
12/27/2012,1374.75
12/28/2012,1363.5
12/31/2012,1369.75
1/1/2013,1371.7
1/2/2013,1394.4
1/3/2013,1396.4
1/4/2013,1386
1/7/2013,1390
1/8/2013,1371.1
1/9/2013,1359.8
1/10/2013,1377.9
1/11/2013,1375
1/14/2013,1391.25
1/15/2013,1427.6
1/16/2013,1429.45
1/17/2013,1418.5
1/18/2013,1414
1/21/2013,1390.9
1/22/2013,1405
1/23/2013,1406.2
1/24/2013,1408.7
1/25/2013,1401.25
1/28/2013,1432.5
1/29/2013,1503
1/30/2013,1515
1/31/2013,1511
2/1/2013,1519
2/4/2013,1512.4
2/5/2013,1488
2/6/2013,1468.6
2/7/2013,1481.4
2/8/2013,1470
2/11/2013,1496
2/12/2013,1503.85
2/13/2013,1492.35
2/14/2013,1483.9
2/15/2013,1452
2/18/2013,1446
2/19/2013,1447
2/20/2013,1454.9
2/21/2013,1433.45
2/22/2013,1421.7
2/25/2013,1416
2/26/2013,1396.5
2/27/2013,1404.6
2/28/2013,1416
3/1/2013,1378.2
3/4/2013,1382.25
3/5/2013,1409.05
3/6/2013,1420
3/7/2013,1407
3/8/2013,1418.15
3/11/2013,1426.65
3/12/2013,1403
3/13/2013,1379
3/14/2013,1366
3/15/2013,1363.9
3/18/2013,1336.9
3/19/2013,1336.5
3/20/2013,1321
3/21/2013,1338.6
3/22/2013,1326.65
3/25/2013,1334
3/26/2013,1308
3/28/2013,1310
4/1/2013,1319
4/2/2013,1322
4/3/2013,1318
4/4/2013,1272.7
4/5/2013,1250
4/8/2013,1238
4/9/2013,1239.55
4/10/2013,1243.9
4/11/2013,1255
4/12/2013,1273.9
4/15/2013,1311.5
4/16/2013,1369.4
4/17/2013,1437.75
4/18/2013,1440
4/22/2013,1482
4/23/2013,1452
4/25/2013,1518.6
4/26/2013,1499
4/29/2013,1485.75
4/30/2013,1500.5
5/2/2013,1528.7
5/3/2013,1512.05
5/6/2013,1472.3
5/7/2013,1507
5/8/2013,1514
5/9/2013,1491
5/10/2013,1474.4
5/13/2013,1497.25
5/14/2013,1471.6
5/15/2013,1514.8
5/16/2013,1539
5/17/2013,1540
5/20/2013,1549
5/21/2013,1544.8
5/22/2013,1530.5
5/23/2013,1502.95
5/24/2013,1481
5/27/2013,1486.9
5/28/2013,1482.6
5/29/2013,1467.2
5/30/2013,1463.1
5/31/2013,1438
6/3/2013,1438.25
6/4/2013,1444.45
6/5/2013,1399.4
6/6/2013,1428
6/7/2013,1422.35
6/10/2013,1390.25
6/11/2013,1345.95
6/12/2013,1317
6/13/2013,1290.25
6/14/2013,1310
6/17/2013,1320
6/18/2013,1315.5
6/19/2013,1289.9
6/20/2013,1268
6/21/2013,1269
6/24/2013,1259
6/25/2013,1253
6/26/2013,1263.7
6/27/2013,1281.75
6/28/2013,1335
7/1/2013,1358.3
7/2/2013,1354.75
7/3/2013,1299
7/4/2013,1293.45
7/5/2013,1301
7/8/2013,1278
7/9/2013,1277
7/10/2013,1281.45
7/11/2013,1299
7/12/2013,1298.6
7/15/2013,1314.8
7/16/2013,1273.9
7/17/2013,1237.7
7/18/2013,1247
7/19/2013,1253.9
7/22/2013,1211.7
7/23/2013,1218.25
7/24/2013,1174
7/25/2013,1144
7/26/2013,1145.6
7/29/2013,1120
7/30/2013,1132
7/31/2013,1090
8/1/2013,1089.25
8/2/2013,1112
8/5/2013,1127.6
8/6/2013,1110
8/7/2013,1094
8/8/2013,1089
8/12/2013,1099.9
8/13/2013,1157
8/14/2013,1163
8/16/2013,1120
8/19/2013,1043
8/20/2013,1006
8/21/2013,1064
8/22/2013,1010
8/23/2013,990.8
8/26/2013,995
8/27/2013,921
8/28/2013,854
8/29/2013,868
8/30/2013,891
9/2/2013,872.7
9/3/2013,874.55
9/4/2013,816.6
9/5/2013,935
9/6/2013,962
9/10/2013,1024.9
9/11/2013,1041.5
9/12/2013,1042
9/13/2013,1069.9
9/16/2013,1107
9/17/2013,1078
9/18/2013,1088
9/19/2013,1173.7
9/20/2013,1166
9/23/2013,1085.4
9/24/2013,1053
9/25/2013,1040
9/26/2013,1049.3
9/27/2013,1047.5
9/30/2013,1019.3
10/1/2013,1049
10/3/2013,1123
10/4/2013,1119.9
10/7/2013,1090
10/8/2013,1119.8
10/9/2013,1082.9
10/10/2013,1092
10/11/2013,1103.2
10/14/2013,1131.15
10/15/2013,1126
10/17/2013,1108
10/18/2013,1160
10/21/2013,1186
10/22/2013,1208.85
10/23/2013,1223
10/24/2013,1224.3
10/25/2013,1207
10/28/2013,1218.85
10/29/2013,1260
10/30/2013,1260
10/31/2013,1230
11/1/2013,1239.7
11/5/2013,1257
11/6/2013,1239.7
11/7/2013,1229
11/8/2013,1163.7
11/11/2013,1112
11/12/2013,1092.9
11/13/2013,1052.8
11/14/2013,1101
11/18/2013,1141.15
11/19/2013,1149.9
11/20/2013,1155.3
11/21/2013,1118
11/22/2013,1106.65
11/25/2013,1124.4
11/26/2013,1128.35
11/27/2013,1128.15
11/28/2013,1144.8
11/29/2013,1160.85
12/2/2013,1196.25
12/3/2013,1198.05
12/4/2013,1197
12/5/2013,1249
12/6/2013,1288.7
12/9/2013,1340.5
12/10/2013,1305
12/11/2013,1282.5
12/12/2013,1268.95
12/13/2013,1249
12/16/2013,1271.8
12/17/2013,1280.1
12/18/2013,1303.75
12/19/2013,1299.65
12/20/2013,1284
12/23/2013,1304.7
12/24/2013,1298
12/26/2013,1318.45
12/27/2013,1314
12/30/2013,1306.2
12/31/2013,1302.6
1/1/2014,1304.9
1/2/2014,1324.6
1/3/2014,1270
1/6/2014,1261.9
1/7/2014,1266
1/8/2014,1248
1/9/2014,1210.25
1/10/2014,1196.95
1/13/2014,1194
1/14/2014,1193
1/15/2014,1190
1/16/2014,1197.95
1/17/2014,1187.65
1/20/2014,1167
1/21/2014,1192.35
1/22/2014,1202
1/23/2014,1219.8
1/24/2014,1228.5
1/27/2014,1183.65
1/28/2014,1179.2
1/29/2014,1149.3
1/30/2014,1127.15
1/31/2014,1125.65
2/3/2014,1133.4
2/4/2014,1127.85
2/5/2014,1130.05
2/6/2014,1135.55
2/7/2014,1129
2/10/2014,1138.7
2/11/2014,1131
2/12/2014,1133.65
2/13/2014,1125
2/14/2014,1111
2/17/2014,1119.95
2/18/2014,1171.7
2/19/2014,1177
2/20/2014,1170
2/21/2014,1194.5
2/24/2014,1243
2/25/2014,1250
2/26/2014,1244.7
2/28/2014,1269
3/3/2014,1284.25
3/4/2014,1304.7
3/5/2014,1312.9
3/6/2014,1332.9
3/7/2014,1423.85
3/10/2014,1442.1
3/11/2014,1451.95
3/12/2014,1424.85
3/13/2014,1425
3/14/2014,1371
3/18/2014,1382.1
3/19/2014,1395.8
3/20/2014,1383.5
3/21/2014,1410.6
3/24/2014,1424.8
3/25/2014,1420.35
3/26/2014,1437.95
3/27/2014,1468.3
3/28/2014,1469.65
3/31/2014,1474.8
4/1/2014,1477.5
4/2/2014,1475
4/3/2014,1466.5
4/4/2014,1449.95
4/7/2014,1439.75
4/9/2014,1491.75
4/10/2014,1516
4/11/2014,1505.8
4/15/2014,1495.1
4/16/2014,1464.7
4/17/2014,1471
4/21/2014,1508
4/22/2014,1511.85
4/23/2014,1533
4/25/2014,1548
4/28/2014,1555
4/29/2014,1541.95
4/30/2014,1547.6
5/2/2014,1538
5/5/2014,1563.9
5/6/2014,1562.9
5/7/2014,1553.7
5/8/2014,1559.35
5/9/2014,1651.95
5/12/2014,1691
5/13/2014,1680.8
5/14/2014,1663.05
5/15/2014,1674.7
5/16/2014,1878.2
5/19/2014,1871.05
5/20/2014,1890
5/21/2014,1865
5/22/2014,1855.9
5/23/2014,1873.9
5/26/2014,1927.3
5/27/2014,1870
5/28/2014,1874.5
5/29/2014,1890.5
5/30/2014,1865
6/2/2014,1910
6/3/2014,1924.85
6/4/2014,1932.4
6/5/2014,1950
6/6/2014,1982.5
6/9/2014,1990
6/10/2014,1971.9
6/11/2014,1968.75
6/12/2014,1929
6/13/2014,1908.75
6/16/2014,1829.4
6/17/2014,1846.2
6/18/2014,1873.9
6/19/2014,1867.85
6/20/2014,1883.55
6/23/2014,1890.35
6/24/2014,1930
6/25/2014,1928
6/26/2014,1936.5
6/27/2014,1935.45
6/30/2014,1949.8
7/1/2014,1935
7/2/2014,1946.6
7/3/2014,1940.9
7/4/2014,1947.95
7/7/2014,1941.05
7/8/2014,1924.25
7/9/2014,1909
7/10/2014,1938
7/11/2014,1875
7/14/2014,1861
7/15/2014,1903.6
7/16/2014,1974.9
7/17/2014,1969
7/18/2014,2009
7/21/2014,2037.55
7/22/2014,2037
7/23/2014,2042.95
7/24/2014,2010.15
7/25/2014,2008.4
7/28/2014,407.3
7/30/2014,403.45
7/31/2014,403
8/1/2014,397.35
8/4/2014,394.4
8/5/2014,395.4
8/6/2014,392.2
8/7/2014,386.7
8/8/2014,377
8/11/2014,377.9
8/12/2014,383
8/13/2014,380.6
8/14/2014,379.5
8/18/2014,395
8/19/2014,401.9
8/20/2014,399.4
8/21/2014,401.95
8/22/2014,405
8/25/2014,407.4
8/26/2014,399.9
8/27/2014,402.4
8/28/2014,402
9/1/2014,406.5
9/2/2014,412
9/3/2014,414.8
9/4/2014,417.5
9/5/2014,419.2
9/8/2014,423.1
9/9/2014,422.2
9/10/2014,419
9/11/2014,423.7
9/12/2014,419.65
9/15/2014,415.65
9/16/2014,413.4
9/17/2014,402.45
9/18/2014,406.2
9/19/2014,411.9
9/22/2014,411.3
9/23/2014,411
9/24/2014,403.95
9/25/2014,395.2
9/26/2014,392
9/29/2014,392.65
9/30/2014,387.9
10/1/2014,381.8
10/7/2014,384.8
10/8/2014,380.2
10/9/2014,389.35
10/10/2014,385
10/13/2014,388.1
10/14/2014,400.75
10/16/2014,402.2
10/17/2014,405
10/20/2014,419.25
10/21/2014,424.75
10/22/2014,427.75
10/27/2014,428.55
10/28/2014,430.5
10/29/2014,428.75
10/30/2014,431
10/31/2014,440
11/3/2014,446.85
11/5/2014,460.25
11/7/2014,472.1
11/10/2014,475
11/11/2014,468.6
11/12/2014,482
11/13/2014,485.5
11/14/2014,479.75
11/17/2014,477
11/18/2014,480
11/19/2014,475.85
11/20/2014,471.25
11/21/2014,482.2
11/24/2014,482.4
11/25/2014,479.5
11/26/2014,473.15
11/27/2014,473.2
11/28/2014,484.95
12/1/2014,493.5
12/2/2014,494
12/3/2014,500.2
12/4/2014,502.7
12/5/2014,506
12/8/2014,503
12/9/2014,496.85
12/10/2014,496.1
12/11/2014,494.25
12/12/2014,493.85
12/15/2014,487.2
12/16/2014,476.4
12/17/2014,480
12/18/2014,489.8
12/19/2014,496.7
12/22/2014,499.9
12/23/2014,505.55
12/24/2014,496.8
12/26/2014,499.9
12/29/2014,499.5
12/30/2014,500
12/31/2014,505.4
1/1/2015,504
1/2/2015,516.9
1/5/2015,520.35
1/6/2015,514
1/7/2015,505.2
1/8/2015,506.65
1/9/2015,506
1/12/2015,503.7
1/13/2015,510.2
1/14/2015,507.65
1/15/2015,525
1/16/2015,521.8
1/19/2015,530.9
1/20/2015,554.75
1/21/2015,556.85
1/22/2015,567.1
1/23/2015,577.15
1/27/2015,598.15
1/28/2015,599.8
1/29/2015,601.6
1/30/2015,604
2/2/2015,621.8
2/3/2015,625.9
2/4/2015,592.35
2/5/2015,578.05
2/6/2015,572
2/9/2015,569.7
2/10/2015,569.9
2/11/2015,572.45
2/12/2015,581.95
2/13/2015,588.6
2/16/2015,584
2/18/2015,573.9
2/19/2015,575.55
2/20/2015,570.55
2/23/2015,566.8
2/24/2015,555.35
2/25/2015,558.75
2/26/2015,557.45
2/27/2015,570
3/2/2015,650.35
3/3/2015,649.7
3/4/2015,655.35
3/5/2015,622.1
3/9/2015,611.25
3/10/2015,595.2
3/11/2015,593
3/12/2015,593.35
3/13/2015,590.65
3/16/2015,573.5
3/17/2015,585.8
3/18/2015,585.45
3/19/2015,595.2
3/20/2015,565
3/23/2015,562.8
3/24/2015,565.6
3/25/2015,566.7
3/26/2015,561.3
3/27/2015,550.9
3/30/2015,565
3/31/2015,573
4/1/2015,571.2
4/6/2015,572
4/7/2015,573.3
4/8/2015,564.15
4/9/2015,578
4/10/2015,575
4/13/2015,571.6
4/15/2015,573.7
4/16/2015,556.85
4/17/2015,551
4/20/2015,538.35
4/21/2015,532.5
4/22/2015,545.5
4/23/2015,548.65
4/24/2015,538
4/27/2015,540.55
4/28/2015,539
4/29/2015,560.9
4/30/2015,582
5/4/2015,576.5
5/5/2015,574.3
5/6/2015,565.6
5/7/2015,545
5/8/2015,549.15
5/11/2015,552.5
5/12/2015,554
5/13/2015,564.4
5/14/2015,559.2
5/15/2015,567.3
5/18/2015,569.7
5/19/2015,571
5/20/2015,566.65
5/21/2015,572.7
5/22/2015,576.3
5/25/2015,569.65
5/26/2015,566.45
5/27/2015,579.3
5/28/2015,585.9
5/29/2015,587
6/1/2015,589.45
6/2/2015,582.75
6/3/2015,554.8
6/4/2015,560.3
6/5/2015,557.35
6/8/2015,556.95
6/9/2015,564
6/10/2015,567.8
6/11/2015,570.45
6/12/2015,552.5
6/15/2015,554.95
6/16/2015,553.95
6/17/2015,557.5
6/18/2015,554.7
6/19/2015,555.2
6/22/2015,575.4
6/23/2015,578.6
6/24/2015,577.2
6/25/2015,577
6/26/2015,569.7
6/29/2015,566.45
6/30/2015,565.85
7/1/2015,580.5
7/2/2015,585.7
7/3/2015,588.6
7/6/2015,585.75
7/7/2015,590.6
7/8/2015,584.95
7/9/2015,578.05
7/10/2015,582.8
7/13/2015,583
7/14/2015,587.35
7/15/2015,589.7
7/16/2015,613.4
7/17/2015,609.9
7/20/2015,603
7/21/2015,600.6
7/22/2015,593.45
7/23/2015,598.45
7/24/2015,593.5
7/27/2015,580
7/28/2015,563.8
7/29/2015,568.35
7/30/2015,575.45
7/31/2015,579.35
8/3/2015,582.5
8/4/2015,584
8/5/2015,589.65
8/6/2015,586
8/7/2015,584
8/10/2015,585
8/11/2015,580
8/12/2015,573
8/13/2015,571.1
8/14/2015,574.45
8/17/2015,571.8
8/18/2015,566
8/19/2015,561.5
8/20/2015,552.9
8/21/2015,528.75
8/24/2015,510
8/25/2015,505.9
8/26/2015,502.2
8/27/2015,512
8/28/2015,528
8/31/2015,517.5
9/1/2015,501
9/2/2015,488.45
9/3/2015,489.25
9/4/2015,483.5
9/7/2015,472.5
9/8/2015,475
9/9/2015,494.75
9/10/2015,486.95
9/11/2015,493.65
9/14/2015,497.7
9/15/2015,498.6
9/16/2015,496.6
9/18/2015,520
9/21/2015,529.95
9/22/2015,535
9/23/2015,514.7
9/24/2015,517.9
9/28/2015,522.25
9/29/2015,513.5
9/30/2015,511.8
